PROTOCOL,REGEX_PATTERN,Label,VENDOR,DEVICE_TYPE,DEVICE_MODEL,OS,
http,'(MF[0-9]+\s?[Series]+?)','IoT',Canon,printer,match.group(1),'Unknown'
http,'(MF[0-9]+\s?[Series]+?)','IoT',Canon,printer,match.group(1),'Unknown'
http,'(VB-[A-Z][0-9]+)','IoT',Canon,webcam,match.group(1),'Unknown'
http,'(CB-[A-Z][0-9]+)','IoT',Canon,webcam,match.group(1),'Unknown'
http,'(WebView\s[A-Z]+[0-9]+)','IoT',Canon,webcam,match.group(1),'Unknown'
sip,'([Int\sTraffic]+?\s?10.3.[0-9.]+)','Unknown',Cantata,'Unknown',match.group(1),'Unknown'
http,'(DT-[0-9]{3}[A-Z])','IoT',Cerio,WAP,match.group(1),'Unknown'
http,'(Firewall-1\s[Client Authentication]+\s?[Server]+?)','Unknown',Check Point,firewall,match.group(1),'Unknown'
http,'(BF[0-9]{3})','IoT',CHIYU,ics device,match.group(1),'Unknown'
telnet,'(Cisco\s1721)','IoT',Cisco,router,match.group(1),'Unknown'
telnet,'(Cisco\s806)','IoT',Cisco,router,match.group(1),'Unknown'
http,'(CP-[0-9]{4}[A-Z]?)','IoT',Cisco,VoIP phone,match.group(1),'Unknown'
all,'(Cisco\s7940)','IoT',Cisco,IP Phone,match.group(1),'Unknown'
ftp,'(IP\sVCR\s[0-9]{4})','IoT',Cisco,video conference system,match.group(1),'Unknown'
telnet,'(MI[0-9]{3}[A-Z]{2})','IoT',Actiontec,router,match.group(1),'Unknown'
http,'(SPA[0-9]{3}[A-Z]?)','IoT',Cisco,VoIP adapter,match.group(1),'Unknown'
http,'(SPA[0-9]{3}[A-Z]?)','IoT',Cisco,VoIP Phone,match.group(1),'Unknown'
ftp,'(TANDBERG\sCodian\s[A-Z]+\s[A-Z]{2}\s[0-9]{4})','IoT',Cisco,video conference system,match.group(1),'Unknown'
ftp,'(TelePresence\sMCU\s[0-9]{4})','IoT',Cisco,videoconferencing bridge,match.group(1),'Unknown'
all,'(TelePresence\sMCU\s[0-9]{4})','IoT',Cisco,videoconferencing bridge,match.group(1),'Unknown'
http,'(CISCO\sWAP371)','IoT',Cisco,WAP,match.group(1),'Unknown'
rtsp,'(WVC[0-9]{2}[A-Z]{3})','IoT',Cisco,webcam,match.group(1),'Unknown'
telnet,'(CNU-[0-9]{3}[pro]+?)','IoT',C-motech,modem,match.group(1),'Unknown'
http,'(C54[A-Z]{4})','IoT',Conceptronic,WAP,match.group(1),'Unknown'
http,'(X-[0-9]{3})','IoT',Control By Web,remote management interface,match.group(1),'Unknown'
all,'(MBR[1-9]{4})','IoT',CradlePoint,broadband router,match.group(1),'Unknown'
all,'(DM-[A-Z0-9]+[x-]+[0-9]+[-]?[A-Z]?)','IoT',Crestron,automation system,match.group(1),'Unknown'
all,'(MP2E\sCntrl\sEng)','IoT',Crestron,automation system,match.group(1),'Unknown'
all,'(TSW[-][A-Z0-9]+[-]?[A-Z]+?)','IoT',Crestron,touch screen,match.group(1),'Unknown'
all,'(Dell\s[A-Z0-9a-z]+)','IoT',Dell,laser printer,match.group(1),'Unknown'
ftp,'(Dell\s[A-Z0-9a-z]+)','IoT',Dell,laser printer,match.group(1),'Unknown'
http,'(Dell\s[A-Z0-9a-z]+)','IoT',Dell,laster printer,match.group(1),'Unknown'
ftp,'(Dell\s[A-Z0-9a-z]+)','IoT',Dell,laser printer,match.group(1),'Unknown'
all,'(V[0-9]+\sSeries)','IoT',Dell,print server,match.group(1),'Unknown'
http,'(2600U)','IoT',D-Link,DSL router,match.group(1),'Unknown'
config,'(Edgemarc\s[0-9]+)','IoT',Edgewater Networks,VoIP gateway,match.group(1),'Unknown'
all,'(AcuLaser\s[A-Z0-9]+)','IoT',Epson,printer,match.group(1),'Unknown'
telnet,'(AL-C[0-9]+[-][A-Z0-9]+)','IoT',Epson,print server,match.group(1),'Unknown'
telnet,'(AL-C[0-9]+[-][A-Z0-9]+)','IoT',Epson,print server,match.group(1),'Unknown'
telnet,'(AL-C[0-9]+[-][A-Z0-9]+)','IoT',Epson,print server,match.group(1),'Unknown'
http,'(Artisan\s[0-9]+)','IoT',Epson,printer,match.group(1),'Unknown'
telnet,'(EPL-N[0-9]+[-][A-Z0-9]+)','IoT',Epson,print server,match.group(1),'Unknown'
http,'(Stylus\s?[Office]+?\s[A-Z0-9]+)','IoT',Epson,printer,match.group(1),'Unknown'
http,'(WorkForce\s[A-Z0-9-]+)','IoT',Epson,printer,match.group(1),'Unknown'
http,'(WorkForce\s[A-Z0-9-]+)','IoT',Epson,printer,match.group(1),'Unknown'
http,'(ESP[0-9]+)','IoT',ESP-LINK,firmware,match.group(1),'Unknown'
http,'(ECOR[0-9]+[-A-Z0-9]+?)','IoT',EverFocus,DVR,match.group(1),'Unknown'
http,'(ENDEAVOR\s[A-Z0-9]+)','IoT',EverFocus,DVR,match.group(1),'Unknown'
telnet,'(MAV\s[A-Z0-9]+)','IoT',Extron,MAV,match.group(1),'Unknown'
telnet,'(CP450)','IoT',Extron,MAV,match.group(1),'Unknown'
telnet,'(128CAT)','IoT',Extron,DMP,match.group(1),'Unknown'
telnet,'(128C)','IoT',Extron,DMP,match.group(1),'Unknown'
telnet,'(510 SA)','IoT',Extron,DVS,match.group(1),'Unknown'
telnet,'(605 A)','IoT',Extron,DVS,match.group(1),'Unknown'
telnet,'(PCS4i)','IoT',Extron,IPL,match.group(1),'Unknown'
telnet,'(1000MV)','IoT',Extron,TLP,match.group(1),'Unknown'
http,'(FW[R]?[0-9]{3}[A-Z]*)','IoT','Fast','WAP',match.group(1),'Unknown'
http,'(FW[R]?[0-9]{3}[A-Z]*)','IoT','Fast','WAP',match.group(1),'Unknown'
telnet,'FAST2604 ADSL Router','IoT','FAST','Router','FAST2604','Unknown'
http,'FAST35XX','IoT','FAST','Router','FAST35XX','Unknown'
http,'(MW[0-9]{3}[A-Z])','IoT',Fast,WAP,match.group(1),'Unknown'
telnet,'(foobar[0-9][0]{3})','IoT',Foobar,remote control,match.group(1),'Unknown'
telnet,'(FESX[0-9]{3}[A-Z])','IoT',Foundry,switch,match.group(1),'Unknown'
ftp,'(Fon\sWLAN\s[A-Z0-9]+)','IoT',FRITZ!Box,WAP,match.group(1),'Unknown'
http,'(ApeosPort[-IV]+?\sC?[0-9]{4})','IoT',Fuji-Xerox,printer,match.group(1),'Unknown'
http,'(DocuCentre[-IV]+?\sC?[0-9]{4})','IoT',Fuji-Xerox,printer,match.group(1),'Unknown'
http,'(Document\sCentre\sC?[0-9]+)','IoT',FujiXerox,printer,match.group(1),'Unknown'
http,'(Document\sCentre\sC?[0-9]+)','IoT',Fuji-Xerox,printer,match.group(1),'Unknown'
http,'(Document\sCentre\sC?[0-9]+)','IoT',FujiXerox,printer,match.group(1),'Unknown'
http,'(DocuPrint\sC?[0-9]+\s?[-A-Z]+?\s?[A-Z]+?)','IoT',Fuji-Xerox,printer,match.group(1),'Unknown'
ftp,'(DocuPrint\sC?[0-9]+\s?[-A-Z]+?\s?[A-Z]+?)','IoT',FujiXerox,printer,match.group(1),'Unknown'
http,'(WorkCentre\s[0-9]+[A-Z]+?)','IoT',Fuji-Xerox,printer,match.group(1),'Unknown'
all,'([bintec]+?\s?RS[0-9]{3}[a-z]*)','IoT',Funkwerk,router,match.group(1),'Unknown'
http,'(NC[0-9]{4}-L[0-9]{2})','IoT',Gadspot,webcam,match.group(1),'Unknown'
http,'(B49G)','IoT',Gigabyte,WAP,match.group(1),'Unknown'
http,'(GN-[A-Z0-9]+)','IoT',Gigabyte,WAP,match.group(1),'Unknown'
ftp,'(GC-[0-9]{3})','IoT',Global Cache,home network adapter,match.group(1),'Unknown'
http,'(BT2[0-9]+[A-Z]*)','IoT',Grandstream,VoIP phone,match.group(1),'Unknown'
telnet,'(BT2[0-9]+[A-Z]*)','IoT',Grandstream,VoIP phone,match.group(1),'Unknown'
telnet,'(GX[A-Z][-]?[0-9]+)','IoT',Grandstream,VoIP phone,match.group(1),'Unknown'
http,'(GX[A-Z][-]?[0-9]+)','IoT',Grandstream,VoIP phone,match.group(1),'Unknown'
http,'(HT[0-9]+)','IoT',Grandstream,VoIP router,match.group(1),'Unknown'
http,'(DX230)','IoT',Green Packet,WAP,match.group(1),'Unknown'
http,'(MG[0-9]{4})','IoT',H3C,media device,match.group(1),'Unknown'
http,'(WG-[0-9]+)','IoT',Handlink Commercial Hotspots,hotspot gateway,match.group(1),'Unknown'
rtsp,'(POE\s[0-9]+)','IoT',Hikvision,IP camera,match.group(1),'Unknown'
telnet,'(2530-8G[-PoEP]+?\sSwitch)','IoT',HP,switch,match.group(1),'Unknown'
http,'(Color\sLaserJet\s[A-Z0-9]+\s?[A-Z0-9]+)','IoT',HP,printer,match.group(1),'Unknown'
http,'(DeskJet\s[0-9]{4})','IoT',HP,printer,match.group(1),'Unknown'
http,'(ENVY\s[0-9]+)','IoT',HP,printer,match.group(1),'Unknown'
http,'(J4[0-9]{3}[A-Z])','IoT',HP,switch,match.group(1),'Unknown'
http,'(LaserJet\s[A-Za-z0-9]+\s?[A-Z]*)','IoT',HP,printer,match.group(1),'Unknown'
ftp,'(LaserJet\s[A-Za-z0-9]+\s?[A-Z]*)','IoT',HP,printer,match.group(1),'Unknown'
http,'(LaserJet\sPro\s[A-Za-z0-9]+\s?[A-Z]+)','IoT',HP,printer,match.group(1),'Unknown'
http,'(Officejet\s[Pro]?\s?[A-Z0-9]+\s?[A-Za-z0-9]+?)','IoT',HP,printer,match.group(1),'Unknown'
http,'(HP\sOfficeJet\s\d{4}\sseries)','IoT',HP,printer,match.group(1),'Unknown'
http,'(PageWide\s[A-Za-z]+\s[A-Za-z0-9]+?)','IoT',HP,printer,match.group(1),'Unknown'
http,'(Photosmart\s[Prem]+?\s?[C0-9]+)','IoT',HP,printer,match.group(1),'Unknown'
telnet,'(ProCurve\s[A-Za-z0-9]+[-]?[A-Za-z0-9-]+?)','IoT',HP,switch,match.group(1),'Unknown'
http,'(ProCurve\s[A-Za-z0-9]+[-]?[A-Za-z0-9-]+?)','IoT',HP,switch,match.group(1),'Unknown'
http,'(StorageWorks\s[A-Z0-9]+)','IoT',HP,tape library,match.group(1),'Unknown'
telnet,'(AR[0-9]{2}[-][0-9]{2})','IoT',Huawei,router,match.group(1),'Unknown'
http,'(ESPACE\s[0-9]+\s?[series]+?)','IoT',Huawei,IP phone,match.group(1),'Unknown'
http,'(HG\d{3})','IoT',Huawei,'Gateway Wireless Router',match.group(1),'Unknown'
telnet,'(HG\d{3})','IoT',Huawei,'Gateway Wireless Router',match.group(1),'Unknown'
http,'(Secoway\sUSG[A-Za-z0-9-]+?)','IoT',Huawei,firewall,match.group(1),'Unknown'
http,'(SRG[A-Z0-9]+)','IoT',Huawei,router,match.group(1),'Unknown'
all,'(Infoprint\s[0-9]+)','IoT',IBM,printer,match.group(1),'Unknown'
ftp,'(Infoprint\s[0-9]+)','IoT',IBM,printer,match.group(1),'Unknown'
sip,'(IceWarp/[0-9.]+[x\s]+?[A-Za-z0-9\s]+?)','Unknown',IceWarp,mail server,match.group(1),'Unknown'
http,'(tDS-[0-9]+)','IoT',ICP DAS,ics device,match.group(1),'Unknown'
all,'(1284.4)','IoT',IEEE,scan peripheral gateway,match.group(1),'Unknown'
http,'(1.00E+04)','IoT',i.LON,internet server,match.group(1),'Unknown'
ftp,'(EonStor\s[A-Z0-9]{4}[-][A-Z0-9]+)','IoT',Infortrend,storage system,match.group(1),'Unknown'
http,'(IP[0-9]{3}[A-Z]?)','IoT',Innovaphone,VoIP phone,match.group(1),'Unknown'
http,'(CK31)','IoT',Intermec,barcode scanner,match.group(1),'Unknown'
ftp,'(PM4i)','IoT',Intermec,printer,match.group(1),'Unknown'
http,'(InterTel\s[0-9]+)','IoT',InterTel,VoIP phone,match.group(1),'Unknown'
ftp,'(A[0-9]{4}[NS][\s-]+?[A-Za-z]+)','IoT',ipTIME,WAP,match.group(1),'Unknown'
http,'(N[0-9]{3}T)','IoT',ipTIME,WAP,match.group(1),'Unknown'
telnet,'(IQ[A-Za-z0-9]+)','IoT',IQinVision,camera,match.group(1),'Unknown'
telnet,'(P2CC)','IoT',Iskraemeco,smart electrical meter readout,match.group(1),'Unknown'
http control,'(JA[0-9]+WEB)','IoT',Jablotron,alarm,match.group(1),'Unknown'
http,'(MAP[0-9]+)','IoT',JMP SYSTEM,WAP,match.group(1),'Unknown'
http,'(SA[0-9]{4})','IoT',Juniper,VPN gateway,match.group(1),'Unknown'
http,'(SSG[0-9]{3})','IoT',Juniper,firewall,match.group(1),'Unknown'
http,'(VR-[0-9]+-series)','IoT',JVC,DVR,match.group(1),'Unknown'
ftp,'(B-web\s[0-9]+\s[0-9]+)','IoT',Kaba,timeclock,match.group(1),'Unknown'
sip,'(v.[A-Z]{3}-[0-9]{2}\s[A-Za-z0-9.'/'_]+)','Unknown',KAREL,sip-SPC,match.group(1),'Unknown'
ftp,'(DP-[0-9]+)','IoT',Kiss,PVR,match.group(1),'Unknown'
smtpd,'(bizhub\sBT[A-Z0-9]+)','IoT',Konica Minolta,printer,match.group(1),'Unknown'
http,'(Kyocera\sCommand\sCenter)','IoT',Kyocera,printer,match.group(1),'Unknown'
http,'(FS-[A-Z0-9]+)','IoT',Kyocera,printer,match.group(1),'Unknown'
ftp,'(FS-[A-Z0-9]+)','IoT',Kyocera,printer,match.group(1),'Unknown'
http,'(TASKalfa\s[0-9]{3}i)','IoT',Kyocera,printer,match.group(1),'Unknown'
http,'(LANCOM\s1611+)','IoT',LANCOM,broadband router,match.group(1),'Unknown'
http,'(DSL/1100)','IoT',Lancom,router,match.group(1),'Unknown'
http,'(L-[0-9]{3}[a-z]+)','IoT',Lancom,wireless router,match.group(1),'Unknown'
http,'(OAC-[0-9]+-[0-9]{1})','IoT',Lancom,wireless router,match.group(1),'Unknown'
ftp,'(MP\s[0-9]+)','IoT',Lanier,printer,match.group(1),'Unknown'
ftp,'(Lanier/sC3500/LD435c)','IoT',Lanier,printer,match.group(1),'Unknown'
ftp,'(Lanier/sPro/s[0-9A-Z]+)','IoT',Lanier,printer,match.group(1),'Unknown'
http,'(WBR-[A-Z0-9]+)','IoT',LevelOne,router,match.group(1),'Unknown'
all,'(Lexmark\sC[0-9]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
all,'(Lexmark\sCS[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
http,'(Lexmark\sCX[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
ftp,'(Lexmark\sCX[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
all,'(Lexmark\sE[0-9a-z]+)','IoT',Lexmark,print server identification,match.group(1),'Unknown'
ftp,'(Forms\sPrinter\s[0-9]+)','IoT',Lexmark,ethernet printer,match.group(1),'Unknown'
all,'(Lexmark\sMS[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
http,'(Lexmark\sMX[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
ftp,'(Lexmark\sN[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
ftp,'(Lexmark\s[S300-S400]+\s?[sSeries]+?)','IoT',Lexmark,printer,match.group(1),'Unknown'
all,'(Lexmark\sT[0-9]+)','IoT',Lexmark,print server identification,match.group(1),'Unknown'
ftp,'(Lexmark\sW[0-9]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
all,'(Lexmark\sX[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
ftp,'(Lexmark\sXC[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
all,'(Lexmark\sXM[0-9a-z]+)','IoT',Lexmark,printer,match.group(1),'Unknown'
http,'(L[A-Z]Pp0-9]{4}DN)','IoT',LG,printer,match.group(1),'Unknown'
http,'(Video\sConference\System\[0-9]+)','IoT',Lifesize,Video Conference System,match.group(1),'Unknown'
http,'(CIT[0-9]+)','IoT',Linksys,VoIP phone,match.group(1),'Unknown'
http,'(RV[0-9]+)','IoT',Linksys,VPN router,match.group(1),'Unknown'
http,'(SPA[0-9]+)','IoT',Linksys,VoIP phone,match.group(1),'Unknown'
http,'(SRW[0-9]+)','IoT',Linksys,switch,match.group(1),'Unknown'
http,'(WRT[0-9]+[A-Z]+[v0-9]+?)','IoT',Linksys,WAP,match.group(1),'Unknown'
http,'(WRT[54]+?G[A-Z0-9]+?[-]?[0-9]+?)','IoT',Linksys,wireless-G router,match.group(1),'Unknown'
http,'(WRT54G[-]?[_]?[A-Za-z]+)','IoT',Linksys,wireless-G router,match.group(1),'Unknown'
sip,'(M5T\sSIP\sStack/[0-9.a-z]+)','IoT',M5T,Stack,match.group(1),'Unknown'
http,'(IPn4G)','IoT',Microhard,consumer-perimises equipment,match.group(1),'Unknown'
http,'(1763-L16DWD)','IoT',MicroLogix,logic controller,match.group(1),'Unknown'
imap,'(Microsoft\sExchange\s[20][0-9]{2}?)','Desktop',Microsoft,server,match.group(1),'Unknown'
imap,'Winmail','Desktop','Microsoft','Unknown','Unknown','Unknown'
imap,'x64','Desktop','Microsoft','Unknown','Unknown','Unknown'
ftp,'x64','Desktop','Microsoft','Unknown','Unknown','Unknown'
pop3,'Winmail','Desktop','Microsoft','Unknown','Unknown','Unknown'
pop3,'x64','Desktop','Microsoft','Unknown','Unknown','Unknown'
pop3,'x64','Desktop','Microsoft','Unknown','Unknown','Unknown'
pop3,'(Microsoft\sExchange\s)','Desktop',Microsoft,server,match.group(1),'Unknown'
http,'(RouterBoard\s[0-9]+[GS]+?)','IoT',MikroTik,router,match.group(1),'Unknown'
ftp,'(PagePro\s[0-9]+)','IoT',Minolta,printer,match.group(1),'Unknown'
http,'(XD1000)','IoT',Mitsubishi,projector,match.group(1),'Unknown'
http,'(HomeNet\s[A-Z0-9]+)','IoT',Motorola,router,match.group(1),'Unknown'
sip,'(SBV[0-9]+[-SIP]+?[-A-Z0-9.]+)','IoT',Motorola,modem,match.group(1),'Unknown'
ftp,'(MultiWriter\s[A-Z0-9]+)','IoT',NEC,printer,match.group(1),'Unknown'
http,'(NP[0-9]+\s[sSeries]+)','IoT',NEC,projector,match.group(1),'Unknown'
http,'(NP[0-9]{3}[N]?)','IoT',Netcomm,WAP,match.group(1),'Unknown'
http,'([NETCOREnetcore]+\sNR[0-9]+[A-Z]+?)','IoT',Netcore,router,match.group(1),'Unknown'
http,'([NETCOREnetcore]+\sNW[0-9]+[A-Z]+?)','IoT',Netcore,WAP,match.group(1),'Unknown'
http,'([NETGEARnetgear]+?\s?D[0-9]+)','IoT',Netgear,WAP,match.group(1),'Unknown'
http,'(D[G]?834[A-Z]+)','IoT',Netgear,router,match.group(1),'Unknown'
http,'(DGN[0-9]+[A-Z]?[vV0-9]+?)','IoT',Netgear,WAP,match.group(1),'Unknown'
telnet,'(DM111[vV0-9]+?)','IoT',Netgear,broadband router,match.group(1),'Unknown'
http,'(DM111PSP[v0-9]+)','IoT',Netgear,router,match.group(1),'Unknown'
http,'(FS[M]?726[A-Z0-9]+)','IoT',Netgear,switch,match.group(1),'Unknown'
telnet,'(FS[M]735[0-9S]+?)','IoT',Netgear,router,match.group(1),'Unknown'
telnet,'(FV[S]?\d{3}G?)','IoT',Netgear,router,match.group(1),'Unknown'
http,'(FV[S]?\d{3}G?)','IoT',Netgear,router,match.group(1),'Unknown'
http,'(GS[M]?[0-9]+[TSP]+)','IoT',Netgear,switch,match.group(1),'Unknown'
http,'(GSM7[0-9]+[FSV]+)','IoT',Netgear,switch,match.group(1),'Unknown'
http,'(M5300-[0-9A-Z]+)','IoT',Netgear,switch,match.group(1),'Unknown'
http,'(M6100-[0-9A-Z]+)','IoT',Netgear,switch,match.group(1),'Unknown'
telnet,'(Netopia\s[A-Z0-9]+)','IoT',Netgear,router,match.group(1),'Unknown'
http,'(NT834)','IoT',Netgear,WAP,match.group(1),'Unknown'
http,'(ProSAFE\sGS[0-9]+[A-Z]+[\svV0-9]+?)','IoT',Netgear,switch,match.group(1),'Unknown'
http,'(R6100)','IoT',Netgear,WAP,match.group(1),'Unknown'
http,'(S3300-[0-9A-Z]+)','IoT',Netgear,switch,match.group(1),'Unknown'
http,'(WGR[0-9]+[vV0-9]+?)','IoT',Netgear,WAP,match.group(1),'Unknown'
http,'(WGU[0-9]+[vV0-9]+)','IoT',Netgear,WAP,match.group(1),'Unknown'
http,'(WN[D]?R[0-9]+[vV0-9]+?)','IoT',Netgear,WAP,match.group(1),'Unknown'
http,'(XS[M]?[0-9]+[A-Z])','IoT',Netgear,switch,match.group(1),'Unknown'
http,'(WF2[0-9]{3})','IoT',Netis System,WAP,match.group(1),'Unknown'
all,'(TK6[0-9]{3})','IoT',NetTalk,VoIP phone adapter,match.group(1),'Unknown'
http,'(Access\sGateway\sAG\s[0-9]+)','IoT',Nomadix,router,match.group(1),'Unknown'
telnet,'(Nortel\s45[0-9]+[-sSeries]+?)','IoT',Nortel,switch,match.group(1),'Unknown'
http,'(MiFi\s[0-9]+)','IoT',Novatel,WAP,match.group(1),'Unknown'
http,'(W7V[A-Z0-9]+)','IoT',Samsung,printer,match.group(1),'Unknown'
http,'(Black\sArmor\s[0-9]+)','IoT',Seagate,NAS,match.group(1),'Unknown'
http,'(SVR-[0-9]+)','IoT',SEEnergy,DVR,match.group(1),'Unknown'
http,'(Senturion\sS[0-9]+)','IoT',Sensatronics,environmental sensor,match.group(1),'Unknown'
http,'(AR-[M]?2[0-9]+)','IoT',Sharp,printer,match.group(1),'Unknown'
ftp,'(AR-4528U)','IoT',Sharp,printer,match.group(1),'Unknown'
ftp,'(MX-[2-4][0-9]+[A-Z]+?)','IoT',Sharp,printer,match.group(1),'Unknown'
telnet,'(AR-[M]?2[0-9]+)','IoT',Sharp,printer,match.group(1),'Unknown'
telnet,'(MX-[2-4][0-9]+[A-Z]+?)','IoT',Sharp,printer,match.group(1),'Unknown'
telnet'(C2-010-I)',,'IoT',Siemens,ADSL router,match.group(1),'Unknown'
ftp,'(Silex\s[A-Z]-[A-Z0-9]+)','IoT',Silex,USB server,match.group(1),'Unknown'
http,'(HDHomeRun\s[A-Z0-9]+[-]?[A-Z0-9]+)','IoT',SiliconDust,DVR,match.group(1),'Unknown'
http,'(Snom\s[0-9]+)','IoT',Snom,VoIP phone,match.group(1),'Unknown'
http,'(SolarLog\s[0-9a-z]+)','IoT',SolarLog,power monitor,match.group(1),'Unknown'
http interface,'(LF-[A-Z0-9]+\sLocationFree)','IoT',Sony,TV,match.group(1),'Unknown'
telnet,'(PCS-TL[0-9]+)','IoT',Sony,video conferencing system,match.group(1),'Unknown'
http,'(StorEdge\s[0-9])','IoT',Sun,SATA Array,match.group(1),'Unknown'
all,'(Tandberg\s[0-9]+)','IoT',Tandberg,VoIP server,match.group(1),'Unknown'
ftp,'(Disk\sStation\sDS-[0-9]+?)','IoT',Synology,NAS,match.group(1),'Unknown'
telnet,'(Himalaya\s[A-Z0-9]+)','Desktop',Tandem,PC,match.group(1),'Unknown'
http,'(NSK\sD[0-9]+)','Desktop',Tandem,PC,match.group(1),'Unknown'
http,'(TG787)','IoT',Technicolor,VoIP gateway,match.group(1),'Unknown'
http,'(FW[R]?[1-9]{3}[A-Z]*)','IoT',TP-Link,router,match.group(1),'Unknown'
http,'(T[DL][-]?[A-Z0-9]+)','IoT',TP-Link,WAP,match.group(1),'Unknown'
http,'(WA[0-9]+[N]?)','IoT',TP-Link,WAP,match.group(1),'Unknown'
http,'(W[D]?R[0-9]+[N]?)','IoT',TP-Link,WAP,match.group(1),'Unknown'
http,'(WPA[0-9]+)','IoT',TP-Link,powerline extender,match.group(1),'Unknown'
http,'(TEW-[0-9]+[AP]+?)','IoT',TRENDnet,WAP,match.group(1),'Unknown'
http,'(TV-IP[4-9]51W[IC]+_[A-Z0-9]+)','IoT',TRENDnet,camera,match.group(1),'Unknown'
http,'(AG2800[A-Z0-9]+)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(E5300B-08P)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(FK-C2-RADC)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(FXC5224)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(GSW-3208M1)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(OL-MEN99428)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(PSGS-2314J)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(SFC400[A-Z]+[-HP]?)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(SMCGS[0-9]+[A-Z]-Smart)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
http,'(UBIQUOSS\sV[0-9]+[s]?)','IoT',UBIQUOSS,switch,match.group(1),'Unknown'
telnet,'(USR[0-9]+)','IoT',USRobotics,WAP,match.group(1),'Unknown'
all,'(Hiper\s[0-9])','IoT',UTT,router,match.group(1),'Unknown'
ftp,'(VBrick\s[0-9]+)','IoT',VBrick,video encoder,match.group(1),'Unknown'
http,'(VBrick\s[0-9]+)','IoT',VBrick,video encoder,match.group(1),'Unknown'
telnet,'(VBrick\s[0-9]+)','IoT',VBrick,video encoder,match.group(1),'Unknown'
http,'(AT[0-9])','IoT',VeEX,specialized spectrum analyzer,match.group(1),'Unknown'
telnet,'(NetEngine\sIAD\sNE[0-9A-Z]+[-]?[0-9]+?)','IoT',Verilink,integrated access device,match.group(1),'Unknown'
http,'(MiFi\s[0-9]+\s[A-Z0-9]+)','IoT',Verizon,WAP,match.group(1),'Unknown'
http,'(Vertical\sEdge\s[0-9i]+)','IoT',Vertical Edge,VoIP phone,match.group(1),'Unknown'
http,'(PJD[0-9]+)','IoT',ViewSonic,projector,match.group(1),'Unknown'
telnet,'(eLink\s[0-9]+)','IoT',Vina Technologies,integrator,match.group(1),'Unknown'
telnet,'(Vivotek\s[0-9]+)','IoT',Vivotek,camera,match.group(1),'Unknown'
rtsp,'(IP713[0-9])','IoT',Vivotek,webcam,match.group(1),'Unknown'
http,'(ND[7-9][0-9]+[P]?)','IoT',Vivotek,DVR,match.group(1),'Unknown'
http,'(PT[0-9]+)','IoT',Vivotek,webcam,match.group(1),'Unknown'
http,'(VOLANS-[0-9]+)','IoT',Volans Technology,router,match.group(1),'Unknown'
http,'(NSH-[0-9])','IoT',Volktek,switch,match.group(1),'Unknown'
telnet,'(VSX\s[0-9][0]{3}[A-Za-z])','IoT',Polycom,video conferencing system,match.group(1),'Unknown'
all,'(TR-[0-9]+)','IoT',Westell,broadband router,match.group(1),'Unknown'
http,'(MRD-[0-9]+)','IoT',Westermo,router,match.group(1),'Unknown'
http,'(MyNet\s[0-9]+)','IoT',Western Digital,storage-misc,match.group(1),'Unknown'
http,'(EMU-[A-Z0-9]+)','IoT',Winy,environmental monitoring system,match.group(1),'Unknown'
http,'(Perpetual\s[0-9.]+\sbuild[0-9]+)','IoT',Wowza,Media Server,match.group(1),'Unknown'
