PROTOCOL,REGEX_PATTERN,Label,VENDOR,DEVICE_TYPE,DEVICE_MODEL,OS,
modbus,'veris','IoT','VERIS','Unknown','Unknown','embedded',
modbus,'veris|e51c3','IoT','VERIS','POWER_MONITOR','E51C3','embedded',
ssl,'Western Digital|Branded Products','IoT','Western_Digital','Unknown','Unknown','embedded',
modbus,'win','Desktop','WINDOWS','operating system','WINDOWS','WINDOWS',
ssl_fp,'6343022d4995a8d96f50a737e77fd5c0ab2efd842b5e05b1fd7109df426a38e5','IoT','HUAWEI','MODEM','Home Gateway HG658d','embedded',
ssl_fp,'d86ac7ac292a9bf702b90c0a6396df047d961e549331d802db22079f7a4d8b8e','IoT','DAHUA','Unknown','Unknown','embedded',
ssl_fp,'96421eda0168df9a44c9eadc7451cae578f3c42456bbef5c5b33e1791b88d20c','IoT','MOTOROLA','MODEM','Cable Modem','embedded',
ssl_fp,'1b9a783965a0fa8e5cee8b8e3d3f499b8163fe3a44bbcec3a52bbc0ecc1151d1','IoT','TECHNICOLOR','MODEM','Modem','embedded',
ssl_fp,'ec3ae70631c7c30378189c73eef80aaaea6ca1d07793cc878422a77a656086e4','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'cb36482dc97fe9dfafb4cc75d8f6bf2571a7c6d8bcc0716e6072c79576261f8a','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'464f4fcd90934c66b83509dffaa8993922520a7a14422853060a6a2c289d3ecb','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'ef512d0ab19e9b91a5c519c634a4f2fcbbf65c45ef87e01aabd25939fe903594','IoT','T&W','MODEM','GPON Home Gateway','embedded',
ssl_fp,'d86ac7ac292a9bf702b90c0a6396df047d961e549331d802db22079f7a4d8b8e','IoT','Unknown','Unknown','Unknown','embedded',
ssl_fp,'816735d1fd53b8747aa3a61e277dd8fd5dd303475bc9730ead8ad67155518e33','IoT','HUAWEI','MODEM','Unknown','embedded',
ssl_fp,'e4d09f84810efa9ad8541b7a820f094408ef760744ffe44d397f88d28b441995','IoT','UBIQUITI','NETWORK',Unknown','embedded',
ssl_fp,'d6f2349d74e603c1713ea8ea6d998cbe0d0b972bd799521006c3f463ecd02abb','IoT','ZYXEL','MODEM','Unknown','embedded',
ssl_fp,'167390050a67bb785bb01b0934bcc57b4865593ae98b2f09a002e496a69cebde','IoT','ZYXEL','MODEM','Unknown','embedded',
ssl_fp,'182034cb65b46a7a8563262995120630392b1f5d626133d961503056c1c72c1a','IoT','DRAYTEK','SOHO_ROUTER','Vigor Router','embedded',
ssl_fp,'cdf555315a8ba0139e721d5b17cbee6599c42b52e4b8eb52f9237825b1e74f64','IoT','DRAYTEK','SOHO_ROUTER','Vigor Router','embedded',
ssl_fp,'f617e883351ed4e69f23d155205d627808b4270948acf3012865104e726a2b1d ','IoT','DRAYTEK','SOHO_ROUTER','Vigor Router','embedded',
ssl_fp,'1f2f8b736aa3886fee322ad5ab96e8adcfb7cdfbcb61e4bfbab140fbdaedf666','IoT','HUAWEI','DSL_MODEM','Home Gateway','embedded',
ssl_fp,'6cf53ed14fe53f7321940911dc93ff8dbe9d4b4116a6ed95b41fb60d834c8780','IoT','HUAWEI','MODEM','Home Gateway','embedded',
ssl_fp,'6cf53ed14fe53f7321940911dc93ff8dbe9d4b4116a6ed95b41fb60d834c8780','IoT','TECHNICOLOR','MODEM','DPC3848 DOCSIS 3.0 Gateway','embedded',
ssl_fp,'5da28495a5dfebf36ef25af9a6eb1a59faecdffbf7c6070c83cb91b7b3b2ced9','IoT','Unknown','DVR','Unknown','embedded',
ssl_fp,'d5c0101d5ac007024e50477188b03d76f28112472edf56c5e19a76cf069008e7','IoT','MULTITECH','Unknown','Unknown','embedded',
ssl_fp,'1ae9d62f5d127f9a361a1a04a75157e5a6d5cac36ed9d46e17c87ca641786d35','IoT','T&W','MODEM','GPON Home Gateway','embedded',
ssl_fp,'ef1fd069e6f4fa81e139cb39d0bb049cca48e49808a04193e4674667089d1343','IoT','QNAP','NAS','Turbo NAS','embedded',
ssl_fp,'d2a928e4d35aabd7f066cfcd93dd54c675ef3e0de8162708fc7adb6a7f161d88','IoT','QNAP','NAS','Turbo NAS','embedded',
ssl_fp,'4f07b356d72f17774a8ae6ca9750a668e6f1ccf0d02d3fcb773eabff52daa349','IoT','QNAP','NAS','TS Series NAS','embedded',
ssl_fp,'43f84ee7516b0f4e06e1186f498f4840ab832efd9ca6165b0b3c195756c85532','IoT','SERCOMM','MODEM','Unknown','embedded',
ssl_fp,'298196fe226e52eae246c5a4c5943f2db3b6d931b1a16b2104d90c1dae3f0dad','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'339fc27ee4d32665424ce84d7f97b9ddc3059d5af9d1b6a47d041ac79f8af968','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'f3f519150cab4a01e9948435070e02baacc9d41b478c23ac1a5a884f1d7d06da','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'1b4da61347a18ff56290e547882c18c45e9da80d16f70b6af0b09cc4235b392a','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'059d6bdee15a6898c0e6f6d225327d6731796c189b9afdca445bf1122e1adc1b','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'be589d2ddff654b51de7024bc619f9bde5f4275300ec91d97b030a576b121c84','IoT','JUNGO','MODEM','Unknown','embedded',
ssl_fp,'13657bfa2c9cdba7591f97675f203a8bad4ecbe3f70fbaccad43646dec3b600d','IoT','HUAWEI','MODEM','Home Gateway','embedded',
ssl_fp,'3910dbb918c41fe7d5658214f034cb1d96fc35ba758c7bd7da97693326aeb308','IoT','INTELBRAS','MODEM','WOM 5000','embedded',
ssl_fp,'0f1b486c96d6f1db6e5004a19482071ece5b8669069c8dd7f2239d8f732b6b72','IoT','Unknown','NAS','Axentraserver','embedded',
ssl_fp,'738523c7102fdd44124bb4a36075adfcb35dceb1f947ea56ea2366192d9e6482','IoT','TELRAD','WIRELESS_MODEM','Unknown','embedded',
ssl_fp,'577461369dbdebc7daea9701ecdd03297bc74d4ce3eece23ee3feb63613ab031','IoT','DELL','SERVER_MANAGEMENT','Dell Integrated Remote Access','embedded',
ssl_fp,'91c3d9de766dc7803dc6d90e5cc4e238ac2016fbfe7da105bcf2198ba2cee36b','IoT','ENTROLINK','MODEM','Unknown','embedded',
ssl_fp,'016973380c0f1df00bd9593ed8d5efa3706cd6df7993f6141272b80522acdd23','IoT','ENTROLINK','MODEM','Unknown','embedded',
ssl_fp,'04f527c0f12939feef1e5fa567d45115d4f856b9b5bd78bdc6698ef0b11dfa54','IoT','SOMFY','ALARM_SYSTEM','Unknown','embedded',
ssl_fp,'59c2ba7edab4fbda1ad76801679f1d9f4d13aef4a5cc2499690436bab3f49776','IoT','TRENDCHIP','MODEM','Unknown','embedded',
ssl_fp,'78fd13c7325a78b9600b589eef1cbca79d91fb93a50aa1e6339535aeb7c1c300','IoT','LINKSYS','SOHO_ROUTER','Unknown','embedded',
ssl_fp,'d8fdf1ec100c1d5dd137ab579dafba0b58ccba5282652df5701877515b730041','IoT','SUPERMICRO','IPMI','Intelligent Management','embedded',
ssl_fp,'5d1fc439c0625fa9333561907a6de4f53b058031224654407ff28a79fb8e75b6','IoT','Bouygues Telecom','MODEM','Bbox','embedded',
ssl_fp,'50e98b5062bc67eee5e774c9d206495ca58ebbf8a879e092e7b4869dfa97721b','IoT','FIBERCOM','MODEM','Unknown','embedded',
ssl_fp,'7299baad93d5da7ce2fb8c430fa88715b0799a302dbb84da1a803c5e0db1beb1','IoT','EDGEWATER','NETWORK','Unknown','embedded',
ssl_fp,'ef1798cfbf4e41e99381a31759173bdc412947b6dc9da4f69d0ccc9b1a16a9e9','IoT','REALTEK','NETWORK','Unknown','embedded',
ssl_fp,'d76133e1986c5aca8b45a2b99fd53c0045ccbc476e5971ea287644825a104688','IoT','ECONET','MODEM','Unknown','embedded',
ssl_fp,'f42e36dae397d500ed6471fadfc0dab9571665ea53d058459c71a9154651a638','IoT','PANABIT','NETWORK','Unknown','embedded',
ssl_fp,'78a403d79d7f03fbf57aa6881787d1ebbc2121eb47fb56ae1a0c7cbedbf6b3a9','IoT','ZTE','MODEM','ZXV10','embedded',
ssl_fp,'47fa89956f2aa349e8814b21a7bbd64c9b597f0f192bfe073559945a7a846534','IoT','ARUBA','NETWORK','Unknown','embedded',
ssl_fp,'5b9ab766e1b5dc504cfde9345294b99196b0b729e060e50162237c2daf0080bc','IoT','Unknown','CAMERA','Unknown','embedded',
ssl_fp,'94d4b664af7846fe3f715691f475fbcbb11c5a2b3762ee43b25edbdb86fc3c7f','IoT','NETGEAR','FIREWALL','ProSafe VPN Firewall','embedded',
ssl_fp,'96197cd06e4fc5ea57764cb79e85f34a5655f2e3426f70d06bebaa9f1093f407','IoT','HUAWEI','WIRELESS_MODEM','Mobile Broadband','embedded',
ssl_fp,'4403880b9cba3f740154a274418dc3435a5c1b57ca728b3387da568bacc803f1','IoT','ADTRAN','NETWORK','NetVanta','embedded',
ssl_fp,'d828f96059933ae11b895163742b35af7cda6d267f081b18e1e4157678a443dc','IoT','SANGFOR','NETWORK','Unknown','embedded',
ssl_fp,'2c773cea359829eec0cf172e1ac8a9219c94eddd5241ca7a4a9b07e0cabb010f','IoT','NETKLASS','NETWORK','Unknown','embedded',
pop3,'cisco','IoT','Cisco','Unknown','Unknown','embedded',
pop3,'ubuntu','Desktop','Ubuntu','Unknown','Unknown','UBUNTU',
pop3,'debian',Desktop','Debian','Unknown','Unknown','DEBIAN',
pop3,'FreeBSD','Desktop','FreeBSD','Unknown','Unknown','FREEBSD',
pop3,'Microsoft','Desktop','Windows','Unknown','Unknown','WINDOWS',
pop3,'Windows','Desktop','Windows','Unknown','Unknown','WINDOWS',
pop3,'WinWebMail','Desktop','Windows','Unknown','Unknown','WINDOWS',
imap,'cisco','IoT','Cisco','Unknown','Unknown','embedded',
imap,'debian',Desktop','Debian','Unknown','Unknown','DEBIAN',
imap,'FreeBSD','Desktop','FreeBSD','Unknown','Unknown','FREEBSD',
imap,'Microsoft','Desktop','Windows','Unknown','Unknown','WINDOWS',
imap,'Windows','Desktop','Windows','Unknown','Unknown','WINDOWS',
imap,'WinWebMail','Desktop','Windows','Unknown','Unknown','WINDOWS',
ssl,'dray','IoT','Draytek','Router','Unknown','embedded',
ssl,'cisco','IoT','Cisco','Router','Unknown','embedded',
ssl,'zte','IoT','ZTE','Router','Unknown','embedded',
ssl,'d-link','IoT','D-Link','Router','Unknown','embedded',
ssl,'dahua','IoT','Dahua','IP Camera','Unknown','embedded',
ssl,'ubiquiti','IoT','Ubiquiti','Router','Unknown','embedded',
ssl,'zyxel','IoT','ZyXEL','Router','Unknown','embedded',
ssl,'mikrotik','IoT','Mikrotik','Router','Unknown','embedded',
ssl,'qnap','IoT','QNAP','NAS','Unknown','embedded',
ssl,'hewlett','IoT','HP','Unknown','Unknown','embedded',
ssl,'HP','IoT','HP','Unknown','Unknown','embedded',
ssl,'synology','IoT','Synology','NAS','Unknown','embedded',
ssl,'sagemcom','IoT','Sagemcom','Router','Unknown','embedded',
ssl,'zenointel','IoT','Zenointel','IP Camera','Unknown','embedded',
ssl,'netgear','IoT','Netgear','Router','Unknown','embedded',
ssl,'samsung','IoT','Samsung','Unknown','Unknown','embedded',
ssl,'greenwave','IoT','GreenWave','Unknown','Unknown','embedded',
ssl,'western digital','IoT','Western Digital','NAS','Unknown','embedded',
ssl,'mediatek','IoT','Mediatek','Unknown','Unknown','embedded',
ssl,'huawei','IoT','Huawei','Unknown','Unknown','embedded',
ssl,'LenovoEMC','IoT','LenovoEMC','NAS','Unknown','embedded',
ssl,'Multitech','IoT','Multitech','Network','Unknown','embedded',
ssl,'TPLINK','IoT','TP-LINK','Router','Unknown','embedded',
ssl,'trendchip','IoT','Trendchip','Network','Unknown','embedded',
ssl,'Avigilon','IoT','Avigilon','IP Camera','Unknown','embedded',
ssl,'Thecus','IoT','Thecus','NAS','Unknown','embedded',
ssl,'Innopia','IoT','Innopia','Smart Home','Unknown','embedded',
ssl,'Sierra','IoT','Sierra Wireless','Network','Unknown','embedded',
ssl,'bintec','IoT','Bintec Elmeg','Network','Unknown','embedded',
ssl,'Comelit','IoT','Comelit','IP Camera','Unknown','embedded',
ssl,'carel','IoT','Carel','HVAC','Unknown','embedded',
ssl,'Dasan','IoT','Dasan','Network','Unknown','embedded',
ssl,'Ralink','IoT','Ralink','Network','Unknown','embedded',
ssl,'hikvision','IoT','Hikvision','IP Camera','Unknown','embedded',
ssl,'Araknis','IoT','Araknis','Network','Unknown','embedded',
ssl,'Xirrus','IoT','Xirrus','Network','Unknown','embedded',
ssl,'Advantech','IoT','Advantech','ICS','Unknown','embedded',
ssl,'WILIBOX','IoT','WILIBOX','Network','Unknown','embedded',
ssl,'Digifort','IoT','Digifort','IP Camera','Unknown','embedded',
ssl,'Intelbras','IoT','Intelbras','IP Camera','Unknown','embedded',
ssl,'dinstar','IoT','dinstar','Network','Unknown','embedded',
ssl,'TilginAB','IoT','TilginAB','Network','Unknown','embedded',
ssl,'Nokia-DHBU','IoT','Nokia-DHBU','Network','Unknown','embedded',
ssl,'Inim','IoT','Inim','Smart Home','Unknown','embedded',
ssl,'Edimax','IoT','Edimax','Network','Unknown','embedded',
ssl,'Linksys','IoT','Linksys','Network','Unknown','embedded',
ssl,'DVR','IoT','Unknown','DVR','Unknown','embedded',
ssl,'Asustor','IoT','Asustor','NAS','Unknown','embedded',
ssl,'Radvision','IoT','Radvision','VoIP','Unknown','embedded',
ssl,'Pelco','IoT','Pelco','IP Camera','Unknown','embedded',
ssl,'zwave','IoT','zwave','Smart Home','Unknown','embedded',
ssl,'ASUSWRT-Merlin','IoT',"'ASUSWRT-Merlin' ",'Network','Unknown','embedded',
ssl,'VIMAR','IoT','VIMAR','Smart Home','Unknown','embedded',
ssl,'InfiNet','IoT','InfiNet','Network','Unknown','embedded',
ssl,'Archer','IoT','Archer','Router','Unknown','embedded',
ssl,'SmartWorx','IoT','SmartWorx','ICS','Unknown','embedded',
ssl,'MitraStar','IoT','MitraStar','Network','Unknown','embedded',
ssl,'CIG','IoT','CIG Shanghai','Network','Unknown','embedded',
ssl,'Broadcom','IoT','Broadcom','Network','Unknown','embedded',
ftp,'mikrotik','IoT','MikroTik','Router','Unknown','embedded',
ftp,'NETGEAR ReadyNAS','IoT','Netgear','NAS','Unknown','embedded',
ftp,'PMG1006-B20B','IoT','ZyXEL','Network','PMG1006-B20B','embedded',
ftp,'HG520c','IoT','Huawei','Router','EchoLife-HG520c','embedded',
ftp,'HG530','IoT','Huawei','Router','EchoLife-HG530','embedded',
ftp,'MT880','IoT','Huawei','Router','MT880','embedded',
ftp,'MT882a','IoT','Huawei','Router','MT882a','embedded',
ftp,'RS3614','IoT','Synology','NAS','RS3614','embedded',
ftp,'Diskstation','IoT','Synology','NAS','Unknown','embedded',
ftp,'GT-AC5300','IoT','ASUS','Router','GT-AC5300','embedded',
ftp,'SL-N55U','IoT','ASUS','Router','SL-N55U','embedded',
ftp,'MX-2615N','IoT','Sharp','Printer','MX-2615N','embedded',
ftp,'NVR116/VD022','IoT','Lilin','IP Camera','NVR116/VD022','embedded',
ftp,'ZTE','IoT','ZTE','Network','Unknown','embedded',
ftp,'P660RT1v3s','IoT','ZyXEL','Router','P660RT1v3s','embedded',
ftp,'660HN','IoT','ZyXEL','Gateway','660HN','embedded',
ftp,'AMG1001','IoT','ZyXEL','Gateway','AMG1001','embedded',
ftp,'FRITZ!Box','IoT','AVM','Router','FritzOS','embedded',
ftp,'NASFTPD','IoT','QNAP','NAS','Unknown','embedded',
ftp,'TP-LINK','IoT','TP-LINK','NetWork','Unknown','embedded',
ftp,'D-Link','IoT','D-Link','Network','Unknown','embedded',
ftp,'lilin','IoT','Lilin','IP Camera','Unknown','embedded',
ftp,'NAS','IoT','Unknown','NAS','Unknown','embedded',
ftp,'Microsoft','Desktop','Windows','Unknown','Unknown','WINDOWS',
ftp,'Xlight','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Avtech','IoT','Avtech','IP Camera','Unknown','embedded',
http,'Vivo','IoT','Vivotek','IP Camera','Unknown','embedded',
http,'RouterOS','IoT','MikroTik','Router','Unknown','embedded',
http,'mikrotik','IoT','MikroTik','Router','Unknown','embedded',
http,'Intelbras','IoT','Intelbras','GPON Model','ONT142NG','embedded',
http,'Intelbras','IoT','Intelbras','IP Camera','Unknown','embedded',
http,'(ZXHN H108[LN])','IoT','ZTE','Router',match.group(1),'embedded',
http,'(lighttpd.*myhome)','IoT','Tilgin','Gateway','Unknown','embedded',
http,'(lighttpd.*Wi-Fi Disk)','IoT','Unknown','NAS','Unknown','embedded',
http,'Realtek','IoT','Realtek','Router','Unknown','embedded',
http,'DSL-2875AL','IoT','D-LINK','Router','DSL-2875AL','embedded',
http,'Vigor 2960','IoT','Draytek','Router','Vigor 2960','embedded',
http,'Vigor 3900','IoT','Draytek','Router','Vigor 3900','embedded',
http,'Vigor','IoT','Draytek','Router','Vigor','embedded',
http,'DNVRS','IoT','Hikvision','IP Camera','Unknown','embedded',
http,'Network Video Recorder','IoT','NUUO','IP Camera','Unknown','embedded',
http,'DVR Components Download','IoT','Aposonic','IP Camera','Unknown','embedded',
http,'Basic realm="DVR"','IoT','Unknown','DVR','Unknown','Unknown'
http,'DDR2201v1','IoT','Cisco','Router','DDR2201v1','embedded',
http,'Virata-EmWeb','IoT','Unknown','Router','Unknown','embedded',
http,'NETSurveillance','IoT','Unknown','IP Camera','Unknown','embedded',
http,'Boa/','IoT','Foscam','IP Camera','Unknown','embedded',
http,'MW305R','IoT','Mercusys','Router','MW305R','embedded',
http,'Microsoft-IIS','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Microsoft-','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Microsoft','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Windows','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Windows Server','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'WIN-T','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Win32','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Win64','Desktop','Windows','Unknown','Unknown','WINDOWS',
http,'Ubuntu','Desktop','Ubuntu','Unknown','Unknown','UBUNTU',
http,'CentOS','Desktop','CentOS','Unknown','Unknown','CENTOS',
http,'Debian','Desktop','Debian','Unknown','Unknown','DEBIAN',
http,'Fedora','Desktop','Fedora','Unknown','Unknown','FEDORA',
http,'FreeBSD','Desktop','FreeBSD','Unknown','Unknown','FREEBSD',
http,'Debian','Desktop','Debian','Unknown','Unknown','DEBIAN',
ssh,'Cisco','IoT','Cisco','Unknown','Unknown','embedded',
ssh,'ubuntu','Desktop','Ubuntu','Unknown','Unknown','UBUNTU',
ssh,'Debian','Desktop','Debian','Unknown','Unknown','DEBIAN',
ssh,'FreeBSD','Desktop','FreeBSD','Unknown','Unknown','FREEBSD',
telnet,'HT701','IoT','Grandstream','VoIP','HT701','embedded',
telnet,'(ZNID-GPON-\d{4})','IoT','Zhone','Router',match.group(1),'embedded',
telnet,('ETHX-\d{4})','IoT','Zhone','Router',match.group(1),'embedded',
telnet,'ZNID-CU-2426','IoT','Zhone','Router','ZNID-CU-2426','embedded',
telnet,'DD-WRT','IoT','Unknown','Router','Unknown','embedded',
telnet,'3505VW','IoT','Askey','Router','3505VW','embedded',
telnet,'ZXHN H118N','IoT','ZTE','Router','ZXHN H118N','embedded',
telnet,'RT-G32','IoT','ASUS','Router','RT-G32.C1','embedded',
http,'RT-G32','IoT','ASUS','Router','RT-G32.C1','embedded',
http,'R860','IoT','TP-Link','Router','TL-R860','embedded',
http,'Basic realm="(DI-\d{3}\w{2})"','IoT','D-Link','VPN Router',match.group(1),'embedded',
telnet,'RT-206v1TT','IoT','Airties','Router','RT-206v1TT','embedded',
telnet,'PMG1006-B20B','IoT','ZyXEL','Router','PMG1006-B20B','embedded',
telnet,'HT-TM05','IoT','HooToo','Router','HT-TM05','embedded',
telnet,'ZEM800','IoT','ZEM800','Time Attendance','ZEM800','embedded',
telnet,'GW240','IoT','iGate','Router','GW240','embedded',
telnet,'www.new-sol.com','IoT','New-Sol','IP Camera','Ns-Bicast500','embedded',
telnet,'PA521i','IoT','IOVST','NAS','PA521i','embedded',
telnet,'G3110-HSPA','IoT','Moxa','ICS','G3110-HSPA','embedded',
telnet,'GR2412GA','IoT','','Router','GR-2412GA','embedded',
telnet,'KWS-1043N','IoT','clipcomm','Router','KWS-1043N','embedded',
telnet,'F450A','IoT','ZTE','Router','F450A','embedded',
http,'F450A','IoT','ZTE','Router','F450A','embedded',
telnet,'V2801ZE','IoT','ZTE','Router','V2801ZE','embedded',
telnet,'cnPilot-R200P','IoT','Cambium','Router','cnPilot-R200P','embedded',
telnet,'P-2612HNU-F1F','IoT','ZyXEL','Router','P-2612HNU-F1F','embedded',
telnet,'ISC2500-S','IoT','Uniview','DVR','ISC2500-S','embedded',
telnet,'E1000','IoT','InnGate','Router','E1000','embedded',
telnet,'E2000','IoT','InnGate','Router','E2000','embedded',
telnet,'2E655D','IoT','D-Link','Router','2E655D','embedded',
telnet,'ANS4003WV','IoT','EOC','VoIP','ANS4003WV','embedded',
telnet,'WFS-CSR01','IoT','I-O DATA','Router','WFS-CSR01','embedded',
telnet,'ViewStation','IoT','Polycom','IP Camera','ViewStation','embedded',
telnet,'SecGate3600','IoT','ZyXEL','Firewall','SecGate3600','embedded',
telnet,'RG-WALL','IoT','Ruijie','Firewall','RG-WALL','embedded',
telnet,'ZyWALL','IoT','ZyXEL','Firewall','ZyWALL','embedded',
telnet,'C i S c o','IoT','Cisco','Router','Unknown','embedded',
telnet,'GPON ONT','IoT','VNPT','Router','Unknown','embedded',
telnet,'ZyXEL','IoT','ZyXEL','Unknown','Unknown','embedded',
telnet,'ZTE','IoT','ZTE','Router','Unknown','embedded',
telnet,'Huawei','IoT','Huawei','Unknown','Unknown','embedded',
telnet,'Eltex','IoT','Eltex','Unknown','Unknown','embedded',
telnet,'dvrdvs','IoT','Hikvision','Unknown','Unknown','embedded',
telnet,'avtech','IoT','Avtech','Unknown','Unknown','embedded',
telnet,'DVR','IoT','Unknown','DVR','Unknown','embedded',
telnet,'Draytek','IoT','Draytek','Router','Unknown','embedded',
telnet,'Microsoft','Desktop','Windows','Unknown','Unknown','Windows',
telnet,'Win32','Desktop','Windows','Unknown','Unknown','WINDOWS',
telnet,'Win64','Desktop','Windows','Unknown','Unknown','WINDOWS',
telnet,'Ubuntu','Desktop','Ubuntu','Unknown','Unknown','UBUNTU',
telnet,'CentOS','Desktop','CentOS','Unknown','Unknown','CENTOS',
telnet,'Debian','Desktop','Debian','Unknown','Unknown','DEBIAN',
telnet,'Fedora','Desktop','Fedora','Unknown','Unknown','FEDORA',
telnet,'FreeBSD','Desktop','FreeBSD','Unknown','Unknown','FREEBSD',
telnet,'OpenWrt','IoT','Unknown','Router','Unknown','embedded',
http,'HuaweiHomeGateway','IoT','Huawei','Gateway','Unknown','embedded',
http,'Sagemcom','IoT','Sagemcom','Unknown','Unknown','embedded',
http,'Dimark','IoT','Dimark','Unknown','Unknown','embedded',
http,'Cisco','IoT','Cisco','Unknown','Unknown','embedded',
http,'SERCOMM','IoT','SERCOMM','Unknown','Unknown','embedded',
telnet,'ad1018 login','IoT','SERCOMM','Unknown','ad1018','embedded',
http,'EVG1500','IoT','Netgear','Unknown','EVG1500','embedded',
http,'H150N','IoT','Dasan','Gateway','H150N','embedded',
http,'panasonic','IoT','Panasonic','Unknown','Unknown','embedded',
http,'Westell Secure','IoT','Westell Secure','Unknown','Unknown','embedded',
http,'RUIJIE','IoT','RUIJIE','Unknown','Unknown','embedded',
http,'tr069 http server','IoT','Unknown','Unknown','Unknown','Unknown',
cwmp,'HuaweiHomeGateway','IoT','Huawei','Gateway','Unknown','embedded',
cwmp,'Sagemcom','IoT','Sagemcom','Unknown','Unknown','embedded',
http,'IPCamera','IoT','Unknown','IP Camera','Unknown','Unknown',
cwmp,'Dimark','IoT','Dimark','Unknown','Unknown','embedded',
cwmp,'Cisco','IoT','Cisco','Unknown','Unknown','embedded',
cwmp,'SERCOMM','IoT','SERCOMM','Unknown','Unknown','embedded',
cwmp,'EVG1500','IoT','Netgear','Unknown','EVG1500','embedded',
cwmp,'H150N','IoT','Dasan','Gateway','H150N','embedded',
cwmp,'panasonic','IoT','Panasonic','Unknown','Unknown','embedded',
cwmp,'Westell Secure','IoT','Westell Secure','Unknown','Unknown','embedded',
cwmp,'RUIJIE','IoT','RUIJIE','Unknown','Unknown','embedded',
cwmp,'tr069 http server','IoT','Unknown','Unknown','Unknown','Unknown',